gene	cluster
NDUFS1	K4
NDUFS2	K5
NDUFS3	K4
NDUFS4	K4
NDUFS5	K4
NDUFS6	K5
NDUFS7	K5
NDUFS8	K5
NDUFV1	K5
NDUFV2	K6
NEAT1	K6
NECAB1	K4
NECAB2	K7
NECAB3	K5
NECAP1	K6
NECAP2	K6
NEDD1	K4
NEDD4	K2
NEDD4L	K7
NEDD8	K5
NEDD9	K3
NEFH	K2
NEIL1	K5
NEIL2	K7
NEIL3	K4
NEK1	K1
NEK10	K2
NEK2	K5
NEK3	K2
NEK4	K4
NEK6	K1
NEK7	K1
NEK8	K5
NEK9	K4
NELFA	K5
NELFB	K4
NELFCD	K5
NELFE	K6
NENF	K2
NEO1	K2
NET1	K2
NETO2	K3
NEU1	K6
NEU3	K2
NEURL1	K2
NEURL1B	K2
NEURL2	K3
NEURL4	K5
NEXN	K2
NF1	K2
NF2	K4
NFAM1	K1
NFAT5	K1
NFATC1	K5
NFATC2	K2
NFATC2IP	K5
NFATC3	K2
NFATC4	K5
NFE2	K6
NFE2L1	K1
NFE2L2	K1
NFE2L3	K1
NFIA	K4
NFIB	K1
NFIC	K2
NFIL3	K1
NFIX	K1
NFKB1	K2
NFKB2	K7
NFKBIA	K1
NFKBIB	K6
NFKBID	K3
NFKBIE	K1
NFKBIL1	K5
NFKBIZ	K1
NFRKB	K4
NFS1	K5
NFU1	K4
NFX1	K4
NFXL1	K2
NFYA	K1
NFYB	K4
NFYC	K4
NFYC-AS1	K2
NGDN	K5
NGFRAP1	K2
NGLY1	K4
NGRN	K6
NHEJ1	K7
NHLH1	K6
NHLRC1	K4
NHLRC2	K2
NHLRC3	K4
NHLRC4	K6
NHP2	K5
NHP2L1	K5
NHSL1	K1
NHSL2	K1
NICN1	K2
NID1	K4
NID2	K2
NIF3L1	K5
NIFK	K2
NIFK-AS1	K2
NIM1K	K1
NIN	K1
NINJ1	K5
NINJ2	K6
NIP7	K4
NIPA1	K2
NIPAL2	K1
NIPAL3	K4
NIPBL	K1
NIPSNAP1	K4
NIPSNAP3A	K4
NIPSNAP3B	K2
NISCH	K4
NIT1	K5
NIT2	K4
NKAIN1	K7
NKAP	K4
NKAPL	K1
NKD1	K1
NKG7	K3
NKIRAS1	K2
NKIRAS2	K3
NKRF	K2
NKTR	K2
NKX2-3	K1
NKX6-3	K7
NLE1	K4
NLGN2	K1
NLK	K1
NLN	K2
NLRC4	K1
NLRC5	K3
NLRP1	K1
NLRP12	K3
NLRP2	K5
NLRP3	K1
NLRP9	K1
NLRX1	K4
NMB	K3
NMD3	K2
NME1	K4
NME1-NME2	K4
NME3	K5
NME4	K4
NME6	K2
NME7	K4
NMI	K4
NMNAT1	K4
NMNAT3	K4
NMRAL1	K4
NMRK1	K6
NMT1	K4
NMT2	K2
NMU	K5
NNT	K4
NNT-AS1	K2
NOA1	K2
NOB1	K4
NOC2L	K5
NOC3L	K4
NOC4L	K5
NOD1	K4
NOD2	K3
NODAL	K7
NOG	K1
NOL10	K4
NOL11	K4
NOL12	K5
NOL3	K3
NOL6	K5
NOL8	K2
NOL9	K2
NOLC1	K4
NOM1	K4
NOMO1	K2
NOMO2	K1
NONO	K2
NOP10	K5
NOP14	K2
NOP14-AS1	K3
NOP16	K4
NOP2	K5
NOP56	K4
NOP58	K4
NOP9	K4
NOS1AP	K2
NOSIP	K6
NOSTRIN	K4
NOTCH1	K2
NOTCH2	K2
NOTCH2NL	K2
NOTCH3	K7
NOTCH4	K3
NOX1	K4
NOX5	K5
NOXA1	K3
NOXRED1	K1
NPAS1	K3
NPAT	K2
NPC1	K6
NPC1L1	K5
NPC2	K5
NPDC1	K3
NPEPL1	K3
NPEPPS	K7
NPHP1	K1
NPHP3	K1
NPHP4	K5
NPIPA1	K5
NPIPA5	K4
NPIPA7	K6
NPIPA8	K6
NPIPB11	K3
NPIPB3	K6
NPIPB4	K6
NPIPB5	K7
NPIPB6	K1
NPL	K6
NPLOC4	K5
NPM1	K2
NPM2	K1
NPM3	K4
NPPA	K7
NPPA-AS1	K7
NPR2	K3
NPR3	K1
NPRL2	K5
NPRL3	K6
NPTN	K1
NPW	K3
NQO1	K3
NQO2	K6
NR1D1	K7
NR1D2	K1
NR1H2	K6
NR1H3	K3
NR1I2	K1
NR2C1	K4
NR2C2	K1
NR2C2AP	K5
NR2F1	K7
NR2F6	K4
NR3C1	K7
NR3C2	K1
NR4A1	K1
NR4A2	K1
NR4A3	K1
NR6A1	K1
NRARP	K1
NRAS	K2
NRBF2	K2
NRBP1	K6
NRBP2	K2
NRD1	K4
NRDE2	K4
NREP	K2
NRG4	K2
NRGN	K1
NRIP1	K1
NRIP2	K2
NRIP3	K6
NRL	K1
NRM	K2
NRROS	K2
NRSN2	K2
NRXN3	K7
NSA2	K2
NSD1	K2
NSDHL	K5
NSF	K4
NSFL1C	K5
NSG1	K1
NSG2	K7
NSL1	K4
NSMAF	K2
NSMCE1	K4
NSMCE2	K5
NSMCE4A	K4
NSMF	K3
NSUN2	K4
NSUN3	K7
NSUN4	K2
NSUN5	K5
NSUN6	K4
NT5C	K5
NT5C1B	K2
NT5C2	K7
NT5C3A	K7
NT5C3B	K2
NT5DC1	K2
NT5DC2	K4
NT5DC3	K4
NT5DC4	K5
NT5E	K3
NT5M	K4
NTAN1	K1
NTHL1	K4
NTMT1	K5
NTN1	K2
NTN4	K7
NTNG2	K3
NTPCR	K4
NTRK1	K6
NUAK2	K7
NUB1	K7
NUBP1	K4
NUBP2	K5
NUBPL	K2
NUCB1	K6
NUCB1-AS1	K6
NUCB2	K2
NUCKS1	K2
NUDC	K5
NUDCD1	K4
NUDCD2	K4
NUDCD3	K5
NUDT1	K5
NUDT10	K1
NUDT11	K1
NUDT12	K4
NUDT13	K2
NUDT14	K5
NUDT15	K4
NUDT16	K5
NUDT17	K3
NUDT19	K4
NUDT2	K5
NUDT21	K4
NUDT22	K5
NUDT3	K2
NUDT4	K7
NUDT5	K4
NUDT6	K5
NUDT7	K5
NUDT8	K5
NUDT9	K2
NUF2	K5
NUFIP1	K4
NUFIP2	K2
NUMA1	K6
NUMBL	K6
NUP107	K4
NUP133	K4
NUP153	K1
NUP155	K4
NUP160	K4
NUP188	K4
NUP205	K4
NUP210	K4
NUP210L	K3
NUP214	K2
NUP35	K4
NUP37	K5
NUP43	K4
NUP50	K5
NUP54	K4
NUP62	K5
NUP62CL	K5
NUP85	K5
NUP88	K6
NUP93	K4
NUP98	K4
NUPL1	K6
NUPL2	K4
NUS1	K2
NUSAP1	K5
NUTF2	K4
NUTM2A	K6
NUTM2A-AS1	K7
NUTM2B	K1
NUTM2D	K1
NUTM2G	K4
NVL	K4
NXF1	K1
NXN	K4
NXPE1	K7
NXPE2	K7
NXPE3	K2
NXPE4	K7
NXT1	K5
NXT2	K4
NYNRIN	K2
OAF	K2
OARD1	K2
OAS2	K1
OAS3	K1
OASL	K3
OAT	K6
OAZ1	K6
OAZ2	K6
OAZ3	K1
OBFC1	K2
OBSCN	K1
OBSL1	K1
OCEL1	K4
OCIAD2	K4
OCLM	K1
OCLN	K1
OCRL	K2
ODC1	K1
ODF2	K4
ODF2L	K2
ODF3B	K3
OFD1	K7
OGDH	K6
OGFOD1	K4
OGFOD2	K5
OGFOD3	K4
OGFR	K3
OGFRL1	K2
OGG1	K5
OGN	K4
OGT	K7
OIP5	K5
OLA1	K2
OLFM2	K1
OLFML2B	K5
OLFML3	K7
OMA1	K4
OMD	K5
OMG	K1
OMP	K6
OPA1	K4
OPA3	K4
OPHN1	K1
OPLAH	K5
OPN1SW	K2
OPN3	K1
OPRL1	K1
OPTN	K7
OR13A1	K7
OR1K1	K7
OR2AJ1	K7
OR2AT4	K6
OR2B6	K7
OR2L13	K1
OR2T33	K7
OR2T8	K7
OR2W3	K7
OR51B6	K6
OR51M1	K7
OR52A5	K6
OR6F1	K7
OR6K3	K7
ORAI1	K2
ORAI2	K2
ORAI3	K2
ORAOV1	K5
ORC1	K5
ORC2	K4
ORC3	K4
ORC4	K5
ORC5	K5
ORC6	K5
ORMDL2	K6
ORMDL3	K6
OS9	K5
OSBP	K1
OSBP2	K6
OSBPL10	K1
OSBPL11	K1
OSBPL1A	K2
OSBPL2	K6
OSBPL3	K4
OSBPL5	K5
OSBPL7	K4
OSBPL9	K4
OSCAR	K3
OSCP1	K4
OSER1	K7
OSER1-AS1	K7
OSGEP	K4
OSGEPL1	K2
OSGIN1	K7
OSM	K5
OSMR	K1
OSR2	K7
OST4	K6
OSTC	K4
OSTF1	K4
OSTM1	K6
OTOA	K7
OTOP2	K5
OTUB1	K5
OTUB2	K1
OTUD1	K1
OTUD3	K2
OTUD4	K1
OTUD5	K7
OTUD6B	K2
OTUD7A	K6
OTUD7B	K6
OVGP1	K1
OVOL3	K6
OXA1L	K4
OXCT1	K4
OXER1	K3
OXNAD1	K2
OXR1	K1
OXSM	K5
OXSR1	K1
OXTR	K4
P2RX1	K2
P2RX4	K2
P2RX5	K2
P2RX6	K5
P2RX7	K1
P2RY1	K7
P2RY11	K3
P2RY12	K1
P2RY13	K1
P2RY14	K1
P2RY2	K3
P2RY8	K2
P4HA1	K2
P4HA2	K6
P4HA3	K6
P4HB	K5
PA2G4	K4
PAAF1	K4
PABPC1	K1
PABPC1L	K3
PABPC4	K2
PABPN1	K4
PABPN1L	K5
PACRGL	K2
PACS1	K2
PACS2	K2
PACSIN2	K5
PACSIN3	K3
PADI2	K3
PADI4	K3
PAF1	K6
PAFAH1B1	K1
PAFAH1B2	K5
PAFAH1B3	K4
PAFAH2	K4
PAG1	K1
PAGE2	K6
PAGE2B	K6
PAGR1	K5
PAICS	K4
PAIP1	K2
PAIP2	K7
PAIP2B	K2
PAK1	K4
PAK1IP1	K4
PAK2	K2
PAK6	K2
PALB2	K2
PALD1	K3
PALLD	K1
PALM	K1
PAM	K2
PAM16	K3
PAN2	K4
PAN3	K7
PAN3-AS1	K1
PANK1	K2
PANK2	K4
PANK3	K1
PANK4	K5
PANX1	K2
PANX2	K1
PAOX	K2
PAPD4	K2
PAPD5	K1
PAPD7	K2
PAPLN	K4
PAPOLA	K1
PAPOLG	K1
PAPPA	K6
PAPSS1	K2
PAPSS2	K2
PAQR4	K4
PAQR5	K3
PAQR6	K7
PAQR7	K2
PAQR8	K2
PAQR9	K6
PARD3	K1
PARD3B	K1
PARD6A	K2
PARD6B	K2
PARD6G	K2
PARG	K4
PARK2	K1
PARK7	K5
PARL	K4
PARN	K4
PARP1	K4
PARP10	K5
PARP12	K1
PARP14	K2
PARP15	K4
PARP16	K2
PARP2	K4
PARP3	K4
PARP4	K2
PARP6	K2
PARP8	K1
PARP9	K4
PARPBP	K5
PARS2	K4
PARVB	K4
PARVG	K1
PASK	K5
PATL1	K2
PATL2	K4
PATZ1	K2
PAWR	K1
PAX6	K2
PAX8	K2
PAX9	K5
PAXBP1	K2
PAXIP1	K4
PAXIP1-AS1	K2
PBDC1	K4
PBK	K5
PBLD	K2
PBRM1	K1
PBX1	K1
PBX2	K1
PBX3	K2
PBXIP1	K3
PC	K6
PCAT6	K1
PCBD1	K2
PCBD2	K4
PCBP1	K3
PCBP1-AS1	K1
PCBP2	K1
PCBP3	K1
PCBP4	K3
PCCA	K2
PCCA-AS1	K1
PCCB	K5
PCDH1	K6
PCDH12	K1
PCDH9	K1
PCED1A	K2
PCED1B	K6
PCF11	K1
PCGF1	K5
PCGF3	K4
PCGF5	K7
PCGF6	K4
PCID2	K5
PCIF1	K6
PCK1	K5
PCK2	K5
PCM1	K1
PCMTD1	K7
PCMTD2	K7
PCNA	K4
PCNP	K4
PCNT	K7
PCNX	K1
PCNXL2	K1
PCNXL3	K3
PCNXL4	K4
PCOLCE	K3
PCP2	K3
PCSK1N	K7
PCSK4	K5
PCSK5	K1
PCSK6	K6
PCSK7	K6
PCSK9	K5
PCTP	K6
PCYOX1	K2
PCYOX1L	K4
PCYT1A	K4
PCYT1B	K2
PCYT2	K5
PDAP1	K5
PDCD10	K7
PDCD11	K4
PDCD2	K2
PDCD2L	K4
PDCD4	K2
PDCD4-AS1	K1
PDCD5	K4
PDCD6	K4
PDCD6IP	K2
PDCD7	K2
PDCL	K6
PDCL3	K2
PDDC1	K5
PDE12	K4
PDE1B	K1
PDE2A	K7
PDE3A	K1
PDE3B	K2
PDE4A	K5
PDE4C	K7
PDE4D	K1
PDE4DIP	K1
PDE5A	K2
PDE6A	K2
PDE6B	K4
PDE6D	K2
PDE6G	K1
PDE7A	K1
PDE7B	K1
PDE8A	K4
PDE8B	K2
PDGFA	K2
PDGFB	K3
PDGFC	K1
PDGFD	K1
PDGFRB	K5
PDHA1	K4
PDHB	K4
PDHX	K4
PDIA2	K5
PDIA3	K4
PDIA4	K4
PDIA5	K2
PDIA6	K4
PDIK1L	K5
PDK1	K2
PDK2	K1
PDK3	K4
PDK4	K7
PDLIM1	K2
PDLIM2	K3
PDLIM4	K5
PDLIM5	K7
PDLIM7	K5
PDP1	K2
PDP2	K3
PDPK1	K1
PDPR	K2
PDRG1	K5
PDS5A	K2
PDS5B	K2
PDSS1	K2
PDSS2	K4
PDXDC1	K4
PDXK	K5
PDXP	K5
PDZD11	K4
PDZD2	K1
PDZK1	K1
PDZK1IP1	K7
PEA15	K2
PEAK1	K2
PEAR1	K6
PEBP1	K4
PECR	K4
PEF1	K5
PEG3	K1
PELI1	K2
PELI2	K1
PELI3	K4
PELO	K5
PELP1	K4
PEMT	K4
PER1	K7
PER2	K2
PER3	K2
PERP	K5
PES1	K5
PET100	K6
PET112	K4
PET117	K4
PEX1	K2
PEX10	K5
PEX11A	K4
PEX11B	K4
PEX12	K5
PEX13	K4
PEX14	K4
PEX16	K6
PEX19	K4
PEX2	K4
PEX26	K2
PEX3	K4
PEX6	K2
PEX7	K2
PF4	K3
PFAS	K4
PFDN1	K4
PFDN2	K5
PFDN4	K6
PFDN5	K4
PFDN6	K5
PFKFB1	K7
PFKFB2	K7
PFKFB4	K5
PFKL	K5
PFKM	K6
PFKP	K4
PFN1	K5
PFN2	K1
PGAM1	K4
PGAM4	K6
PGAM5	K4
PGAP1	K1
PGAP2	K4
PGAP3	K4
PGBD1	K2
PGBD2	K5
PGBD4	K2
PGD	K4
PGF	K6
PGGT1B	K4
PGK1	K4
PGLS	K4
PGM1	K2
PGM2	K4
PGM2L1	K7
PGM3	K4
PGP	K4
PGPEP1	K2
PGRMC1	K2
PGRMC2	K2
PGS1	K4
PHACTR1	K1
PHACTR2	K2
PHACTR3	K3
PHACTR4	K2
PHAX	K4
PHB	K4
PHB2	K4
PHC1	K1
PHC2	K2
PHC3	K1
PHF1	K7
PHF10	K2
PHF11	K2
PHF12	K1
PHF13	K6
PHF14	K2
PHF19	K4
PHF2	K2
PHF20	K2
PHF20L1	K1
PHF21A	K1
PHF23	K7
PHF3	K1
PHF5A	K5
PHF6	K4
PHF8	K1
PHGDH	K2
PHIP	K4
PHKA1	K1
PHKA2	K2
PHKB	K2
PHKG1	K3
PHKG2	K5
PHLDA1	K3
PHLDA2	K5
PHLDA3	K5
PHLDB1	K2
PHLDB3	K5
PHLPP1	K1
PHLPP2	K7
PHOSPHO1	K6
PHOSPHO2	K4
PHPT1	K5
PHTF1	K2
PHTF2	K4
PHYH	K4
PHYHD1	K7
PHYHIP	K5
PHYKPL	K4
PI16	K7
PI4K2A	K6
PI4K2B	K2
PI4KA	K2
PI4KB	K6
PIAS1	K1
PIAS2	K2
PIAS3	K4
PIAS4	K6
PIBF1	K4
PICALM	K2
PICK1	K2
PIDD	K5
PIEZO1	K4
PIEZO2	K1
PIF1	K5
PIFO	K4
PIGA	K5
PIGB	K4
PIGC	K4
PIGF	K5
PIGG	K4
PIGH	K5
PIGK	K4
PIGL	K5
PIGM	K4
PIGN	K4
PIGP	K4
PIGQ	K6
PIGS	K5
PIGT	K4
PIGU	K4
PIGV	K5
PIGW	K4
PIGX	K2
PIGZ	K2
PIH1D1	K6
PIH1D2	K4
PIK3AP1	K1
PIK3C2A	K2
PIK3C2B	K1
PIK3C3	K1
PIK3CA	K1
PIK3CB	K2
PIK3CD	K2
PIK3CG	K1
PIK3IP1	K7
PIK3R1	K1
PIK3R3	K4
PIK3R4	K5
PIK3R5	K1
PIK3R6	K3
PIKFYVE	K1
PILRA	K3
PILRB	K6
PIM1	K6
PIM2	K6
PIM3	K7
PIN1	K5
PIN4	K5
PINK1	K7
PINK1-AS	K3
PINLYP	K2
PINX1	K4
PIP4K2A	K7
PIP4K2B	K2
PIP4K2C	K5
PIP5K1A	K2
PIP5K1B	K1
PIP5K1C	K3
PIP5KL1	K7
PIPOX	K1
PIR	K5
PISD	K5
PITHD1	K7
PITPNA	K1
PITPNB	K2
PITPNC1	K1
PITPNM1	K3
PITPNM2	K2
PITRM1	K5
PITX1	K6
PIWIL2	K7
PIWIL4	K1
PJA1	K2
PJA2	K2
PKD1	K6
PKD1L1	K7
PKD2	K2
PKDCC	K6
PKDREJ	K2
PKHD1L1	K3
PKIA	K1
PKIG	K4
PKLR	K5
PKM	K3
PKMYT1	K5
PKN1	K4
PKN2	K7
PKN3	K4
PKNOX1	K4
PKP1	K6
PKP2	K1
PKP4	K2
PLA2G12A	K4
PLA2G15	K5
PLA2G16	K7
PLA2G3	K6
PLA2G4A	K2
PLA2G4C	K7
PLA2G6	K6
PLAA	K5
PLAC4	K3
PLAC8	K1
PLAG1	K1
PLAGL1	K2
PLAGL2	K2
PLAT	K1
PLAU	K3
PLAUR	K3
PLB1	K1
PLBD2	K3
PLCB1	K1
PLCB2	K1
PLCB3	K4
PLCB4	K1
PLCD1	K2
PLCD3	K5
PLCD4	K2
PLCE1	K2
PLCG1	K4
PLCG2	K2
PLCH1	K1
PLCL2	K1
PLCL2-AS1	K1
PLCXD1	K4
PLCXD2	K2
PLD1	K4
PLD2	K3
PLD3	K5
PLD4	K1
PLD6	K7
PLEK	K2
PLEK2	K6
PLEKHA1	K1
PLEKHA2	K2
PLEKHA3	K1
PLEKHA4	K5
PLEKHA5	K2
PLEKHA6	K1
PLEKHA7	K1
PLEKHA8	K2
PLEKHB1	K1
PLEKHB2	K5
PLEKHF1	K3
PLEKHF2	K5
PLEKHG1	K4
PLEKHG2	K1
PLEKHG3	K3
PLEKHG4B	K1
PLEKHG5	K7
PLEKHH2	K4
PLEKHH3	K6
PLEKHJ1	K5
PLEKHM1	K6
PLEKHM2	K6
PLEKHM3	K7
PLEKHO1	K1
PLEKHO2	K3
PLGLB1	K1
PLGRKT	K4
PLIN2	K5
PLIN3	K5
PLIN4	K5
PLK1	K5
PLK2	K7
PLK3	K3
PLK4	K4
PLN	K1
PLOD1	K4
PLOD2	K2
PLOD3	K6
PLP2	K2
PLRG1	K4
PLS1	K4
PLS3	K1
PLSCR1	K4
PLSCR4	K6
PLTP	K2
PLVAP	K6
PLXDC2	K1
PLXNA1	K5
PLXNA2	K7
PLXNA3	K5
PLXNA4	K3
PLXNB1	K3
PLXNB2	K6
PLXNB3	K5
PLXNC1	K1
PLXND1	K2
PM20D2	K2
PMAIP1	K1
PMEL	K5
PMF1	K2
PMFBP1	K2
PML	K2
PMM1	K6
PMM2	K2
PMP22	K5
PMPCA	K5
PMPCB	K4
PMS1	K4
PMS2	K2
PMVK	K4
PNISR	K1
PNKD	K7
PNKP	K5
PNLDC1	K7
PNMA1	K7
PNMA2	K7
PNMT	K2
PNN	K2
PNO1	K2
PNP	K6
PNPLA1	K3
PNPLA2	K7
PNPLA4	K4
PNPLA6	K6
PNPLA7	K7
PNPLA8	K6
PNPO	K5
PNPT1	K4
PNRC1	K1
PNRC2	K1
POC1A	K5
POC1B	K6
POC5	K4
PODNL1	K6
PODXL	K1
PODXL2	K2
POFUT1	K4
POFUT2	K7
POGK	K2
POGLUT1	K4
POGZ	K1
POLA1	K4
POLA2	K4
POLB	K2
POLD1	K5
POLD2	K4
POLD3	K4
POLD4	K6
POLDIP2	K5
POLDIP3	K5
POLE	K4
POLE2	K4
POLE3	K4
POLE4	K4
POLG	K4
POLG2	K5
POLH	K5
POLI	K2
POLK	K4
POLL	K6
POLM	K3
POLN	K5
POLQ	K4
POLR1A	K4
POLR1B	K4
POLR1C	K4
POLR1D	K7
POLR1E	K4
POLR2A	K5
POLR2C	K4
POLR2D	K4
POLR2E	K5
POLR2F	K4
POLR2G	K4
POLR2H	K4
POLR2I	K5
POLR2J	K6
POLR2J3	K4
POLR2K	K5
POLR2L	K5
POLR2M	K2
POLR3A	K4
POLR3B	K4
POLR3C	K6
POLR3D	K2
POLR3E	K5
POLR3F	K4
POLR3G	K4
POLR3GL	K5
POLR3H	K4
POLR3K	K4
POLRMT	K5
POM121	K2
POM121C	K2
POMGNT1	K2
POMGNT2	K5
POMK	K4
POMP	K5
POMT1	K3
POMT2	K3
PON2	K4
POP1	K4
POP5	K4
POP7	K6
POPDC2	K3
POR	K5
PORCN	K2
POT1	K4
POU2F1	K1
POU2F2	K1
POU5F1	K4
POU5F2	K1
POU6F1	K1
PP13439	K3
PP2D1	K1
PPA1	K4
PPA2	K4
PPAP2A	K3
PPAP2B	K2
PPAP2C	K7
PPAPDC1A	K5
PPAPDC1B	K2
PPAPDC2	K4
PPARA	K4
PPARD	K5
PPARGC1B	K2
PPAT	K4
PPBP	K3
PPCDC	K5
PPCS	K5
PPDPF	K1
PPFIA1	K1
PPFIA3	K3
PPFIA4	K7
PPFIBP1	K1
PPFIBP2	K2
PPHLN1	K2
PPIA	K4
PPIB	K3
PPID	K4
PPIE	K4
PPIF	K4
PPIG	K2
PPIH	K4
PPIL1	K4
PPIL2	K5
PPIL3	K2
PPIL4	K4
PPIL6	K1
PPIP5K1	K4
PPIP5K2	K4
PPM1A	K7
PPM1B	K1
PPM1D	K7
PPM1F	K2
PPM1G	K4
PPM1H	K2
PPM1K	K2
PPM1L	K1
PPM1M	K1
PPM1N	K1
PPME1	K6
PPOX	K6
PPP1CB	K7
PPP1CC	K2
PPP1R10	K2
PPP1R11	K2
PPP1R12A	K2
PPP1R12B	K2
PPP1R12C	K3
PPP1R13B	K1
PPP1R13L	K1
PPP1R14A	K3
PPP1R14B	K2
PPP1R15A	K6
PPP1R15B	K7
PPP1R16A	K5
PPP1R16B	K1
PPP1R18	K1
PPP1R2	K1
PPP1R21	K2
PPP1R26	K2
PPP1R26-AS1	K2
PPP1R32	K6
PPP1R3B	K7
PPP1R3D	K2
PPP1R3E	K1
PPP1R7	K4
PPP1R8	K2
PPP1R9A	K1
PPP1R9B	K1
PPP2CA	K2
PPP2R1A	K4
PPP2R1B	K5
PPP2R2A	K1
PPP2R2D	K2
PPP2R3A	K1
PPP2R3B	K4
PPP2R3C	K5
PPP2R4	K5
PPP2R5A	K2
PPP2R5B	K6
PPP2R5C	K4
PPP2R5D	K5
PPP2R5E	K1
PPP3CA	K2
PPP3CB	K1
PPP3R1	K1
PPP4C	K4
PPP4R1	K4
PPP4R1L	K1
PPP5C	K4
PPP5D1	K4
PPP6C	K4
PPP6R1	K5
PPP6R2	K6
PPP6R3	K4
PPRC1	K2
PPT1	K4
PPT2	K5
PPT2-EGFL8	K5
PPTC7	K1
PQBP1	K5
PQLC1	K6
PQLC2	K5
PQLC3	K2
PRADC1	K5
PRAF2	K3
PRAM1	K1
PRC1	K5
PRC1-AS1	K1
PRCC	K5
PRCP	K2
PRDM1	K7
PRDM10	K4
PRDM11	K2
PRDM15	K4
PRDM2	K1
PRDM4	K2
PRDM5	K2
PRDM8	K1
PRDX1	K6
PRDX2	K6
PRDX3	K4
PRDX4	K4
PRDX5	K6
PRDX6	K6
PREB	K5
PRED57	K3
PRED58	K3
PRELID1	K5
PRELID2	K4
PREP	K4
PREPL	K4
PREX1	K2
PRF1	K3
PRG2	K3
PRG3	K3
PRG4	K1
PRH2	K2
PRICKLE1	K3
PRICKLE3	K4
PRICKLE4	K5
PRIM1	K4
PRIM2	K4
PRIMPOL	K4
PRKAA1	K4
PRKAB1	K5
PRKAB2	K7
PRKACA	K1
PRKACB	K2
PRKAG1	K5
PRKAG2	K2
PRKAG2-AS1	K1
PRKAR1B	K5
PRKAR2A	K4
PRKAR2A-AS1	K2
PRKAR2B	K2
PRKCA	K1
PRKCB	K2
PRKCD	K3
PRKCDBP	K3
PRKCE	K1
PRKCH	K2
PRKCI	K1
PRKCQ	K2
PRKCQ-AS1	K2
PRKCSH	K4
PRKD2	K3
PRKD3	K1
PRKDC	K2
PRKG1	K1
PRKG2	K1
PRKRA	K2
PRKRIP1	K5
PRKX	K2
PRMT1	K4
PRMT10	K4
PRMT2	K4
PRMT3	K5
PRMT5	K5
PRMT5-AS1	K1
PRMT6	K4
PRMT7	K4
PRNP	K4
PROCA1	K3
PROCR	K1
PRODH	K2
PROM1	K1
PROS1	K6
PROSER1	K2
PROSER2	K1
PROX2	K2
PROZ	K6
PRPF18	K4
PRPF19	K2
PRPF3	K5
PRPF31	K5
PRPF38A	K2
PRPF38B	K2
PRPF4	K4
PRPF40A	K4
PRPF40B	K2
PRPF4B	K2
PRPF8	K2
PRPH2	K7
PRPS1	K4
PRPS2	K4
PRPSAP1	K4
PRPSAP2	K6
PRR11	K4
PRR12	K2
PRR13	K4
PRR14	K5
PRR14L	K2
PRR15	K1
PRR19	K5
PRR24	K6
PRR3	K2
PRR4	K2
PRR5	K6
PRR5L	K1
PRR7	K5
PRR7-AS1	K1
PRRC1	K2
PRRC2A	K2
PRRC2B	K2
PRRC2C	K2
PRRG1	K3
PRRG2	K3
PRRG4	K2
PRRT1	K5
PRRT2	K3
PRRT3	K7
PRRT3-AS1	K7
PRRT4	K3
PRSS12	K1
PRSS21	K4
PRSS23	K3
PRSS27	K3
PRSS36	K3
PRSS53	K1
PRSS57	K3
PRTFDC1	K1
PRTN3	K3
PRUNE	K2
PRUNE2	K1
PRX	K6
PSAP	K6
PSAT1	K5
PSD	K1
PSD3	K1
PSD4	K4
PSEN1	K2
PSEN2	K4
PSENEN	K6
PSIP1	K2
PSKH1	K5
PSMA1	K5
PSMA3	K5
PSMA4	K4
PSMA5	K5
PSMA6	K2
PSMA7	K5
PSMA8	K5
PSMB1	K5
PSMB10	K5
PSMB2	K5
PSMB3	K5
PSMB4	K5
PSMB5	K5
PSMB6	K6
PSMB7	K4
PSMB8	K3
PSMB9	K1
PSMC1	K2
PSMC2	K4
PSMC3	K5
PSMC3IP	K5
PSMC4	K5
PSMC5	K4
PSMC6	K5
PSMD1	K5
PSMD10	K5
PSMD11	K5
PSMD12	K5
PSMD13	K5
PSMD14	K5
PSMD2	K6
PSMD3	K5
PSMD4	K6
PSMD5	K5
PSMD5-AS1	K2
PSMD6	K5
PSMD6-AS2	K6
PSMD7	K5
PSMD8	K5
PSMD9	K6
PSME1	K6
PSME2	K5
PSME3	K4
PSME4	K7
PSMF1	K6
PSMG1	K4
PSMG2	K5
PSMG3-AS1	K4
PSMG4	K6
PSPC1	K4
PSPH	K4
PSPN	K4
PSRC1	K5
PSTK	K2
PSTPIP1	K3
PSTPIP2	K4
PTAFR	K3
PTAR1	K1
PTBP1	K4
PTBP2	K4
PTBP3	K2
PTCD1	K5
PTCD2	K4
PTCD3	K4
PTCH1	K1
PTCH2	K6
PTCHD3P1	K4
PTDSS1	K4
PTDSS2	K4
PTEN	K1
PTER	K2
PTGDR2	K3
PTGDS	K3
PTGER2	K1
PTGER3	K3
PTGER4	K1
PTGES2	K5
PTGES3	K6
PTGES3L	K2
PTGFRN	K3
PTGIR	K3
PTGR1	K4
PTGR2	K1
PTGS1	K2
PTGS2	K1
PTH2R	K4
PTK2	K4
PTK2B	K7
PTK7	K1
PTMA	K2
PTMS	K1
PTOV1	K3
PTOV1-AS1	K7
PTP4A1	K2
PTP4A3	K3
PTPDC1	K1
PTPLA	K1
PTPLAD1	K4
PTPLAD2	K2
PTPMT1	K4
PTPN1	K4
