gene	cluster
BUD13	K5
BUD31	K6
BX470102.3	K5
BYSL	K5
BZRAP1	K3
BZRAP1-AS1	K2
BZW1	K4
BZW2	K2
C10orf10	K7
C10orf11	K1
C10orf118	K7
C10orf12	K2
C10orf128	K3
C10orf2	K4
C10orf25	K1
C10orf35	K2
C10orf54	K6
C10orf88	K5
C10orf95	K2
C11orf1	K2
C11orf21	K5
C11orf24	K5
C11orf30	K1
C11orf31	K5
C11orf48	K5
C11orf49	K4
C11orf54	K1
C11orf57	K2
C11orf58	K5
C11orf63	K1
C11orf65	K2
C11orf68	K1
C11orf71	K1
C11orf73	K5
C11orf74	K2
C11orf80	K2
C11orf82	K4
C11orf83	K5
C11orf84	K1
C11orf85	K7
C11orf94	K3
C11orf95	K1
C12orf10	K5
C12orf23	K2
C12orf29	K6
C12orf39	K3
C12orf4	K4
C12orf43	K4
C12orf44	K6
C12orf45	K2
C12orf49	K1
C12orf5	K5
C12orf55	K6
C12orf57	K3
C12orf60	K5
C12orf65	K5
C12orf66	K2
C12orf71	K1
C12orf75	K1
C12orf76	K1
C12orf79	K1
C14orf1	K4
C14orf119	K6
C14orf142	K5
C14orf159	K4
C14orf166	K5
C14orf182	K6
C14orf2	K5
C14orf28	K1
C14orf79	K4
C14orf80	K5
C14orf93	K4
C15orf26	K7
C15orf39	K2
C15orf40	K4
C15orf41	K2
C15orf52	K1
C15orf57	K6
C15orf61	K5
C15orf65	K5
C16orf13	K4
C16orf45	K7
C16orf46	K1
C16orf52	K1
C16orf54	K2
C16orf58	K5
C16orf59	K5
C16orf62	K2
C16orf70	K4
C16orf72	K1
C16orf74	K3
C16orf80	K5
C16orf86	K5
C16orf87	K2
C16orf91	K5
C16orf93	K5
C16orf95	K5
C16orf96	K1
C17orf100	K2
C17orf103	K7
C17orf104	K2
C17orf107	K6
C17orf49	K3
C17orf51	K5
C17orf53	K5
C17orf58	K4
C17orf59	K5
C17orf62	K6
C17orf66	K7
C17orf67	K1
C17orf70	K5
C17orf72	K3
C17orf75	K4
C17orf80	K4
C17orf85	K2
C17orf89	K5
C17orf96	K2
C17orf97	K3
C17orf99	K6
C18orf21	K4
C18orf25	K4
C18orf54	K4
C18orf56	K5
C18orf8	K7
C19orf10	K5
C19orf12	K2
C19orf24	K5
C19orf25	K6
C19orf35	K3
C19orf38	K3
C19orf40	K5
C19orf43	K2
C19orf44	K4
C19orf47	K5
C19orf48	K5
C19orf52	K6
C19orf53	K5
C19orf54	K4
C19orf55	K4
C19orf57	K5
C19orf59	K3
C19orf60	K5
C19orf66	K5
C19orf68	K1
C19orf70	K5
C19orf71	K7
C19orf73	K6
C19orf77	K1
C19orf82	K2
C1D	K6
C1GALT1	K6
C1GALT1C1	K5
C1orf105	K6
C1orf109	K6
C1orf112	K4
C1orf115	K6
C1orf116	K7
C1orf122	K1
C1orf123	K2
C1orf131	K4
C1orf134	K5
C1orf145	K1
C1orf147	K3
C1orf159	K5
C1orf162	K1
C1orf167	K7
C1orf174	K5
C1orf186	K3
C1orf192	K2
C1orf194	K7
C1orf198	K6
C1orf21	K1
C1orf213	K5
C1orf216	K2
C1orf226	K2
C1orf228	K1
C1orf233	K2
C1orf35	K5
C1orf43	K5
C1orf50	K5
C1orf51	K7
C1orf52	K7
C1orf53	K5
C1orf54	K1
C1orf56	K2
C1orf63	K6
C1orf74	K5
C1orf85	K6
C1orf86	K5
C1QBP	K5
C1QL3	K1
C1QTNF3	K1
C1QTNF6	K4
C1R	K1
C1RL	K2
C1RL-AS1	K3
C1S	K2
C2	K6
C20orf112	K4
C20orf194	K2
C20orf196	K6
C20orf197	K4
C20orf202	K7
C20orf203	K2
C20orf27	K5
C20orf62	K7
C20orf96	K4
C21orf119	K5
C21orf2	K4
C21orf33	K5
C21orf49	K1
C21orf58	K6
C21orf59	K4
C21orf62	K1
C21orf67	K5
C21orf91	K2
C22orf15	K3
C22orf26	K2
C22orf29	K4
C22orf34	K5
C22orf39	K2
C22orf43	K6
C22orf46	K4
C2CD2	K1
C2CD2L	K6
C2CD3	K2
C2CD5	K4
C2orf16	K2
C2orf27A	K2
C2orf42	K5
C2orf43	K4
C2orf44	K4
C2orf47	K4
C2orf48	K6
C2orf49	K1
C2orf61	K7
C2orf62	K3
C2orf68	K4
C2orf69	K4
C2orf81	K1
C2orf82	K7
C2orf88	K2
C3	K5
C3AR1	K3
C3orf14	K2
C3orf17	K2
C3orf18	K3
C3orf20	K7
C3orf33	K4
C3orf35	K1
C3orf52	K3
C3orf58	K7
C3orf62	K3
C3orf65	K7
C3orf67	K6
C3orf70	K2
C3orf80	K1
C3orf84	K7
C4orf21	K4
C4orf27	K4
C4orf29	K4
C4orf3	K1
C4orf33	K4
C4orf36	K1
C4orf45	K1
C4orf46	K2
C4orf48	K3
C5	K7
C5AR1	K3
C5AR2	K3
C5orf15	K4
C5orf22	K4
C5orf24	K2
C5orf27	K7
C5orf28	K4
C5orf30	K6
C5orf34	K5
C5orf42	K1
C5orf45	K7
C5orf47	K7
C5orf51	K2
C5orf54	K5
C5orf55	K5
C5orf56	K7
C5orf58	K1
C5orf63	K5
C5orf66	K2
C6orf1	K6
C6orf106	K7
C6orf120	K4
C6orf136	K5
C6orf163	K2
C6orf203	K4
C6orf223	K5
C6orf226	K6
C6orf25	K2
C6orf3	K1
C6orf47	K5
C6orf48	K2
C6orf57	K5
C6orf62	K6
C6orf89	K5
C7orf13	K5
C7orf26	K2
C7orf31	K1
C7orf34	K6
C7orf43	K3
C7orf49	K6
C7orf50	K5
C7orf55	K4
C7orf55-LUC7L2	K2
C7orf60	K1
C7orf61	K7
C7orf63	K1
C7orf73	K6
C8G	K3
C8orf12	K6
C8orf33	K4
C8orf37	K2
C8orf44	K3
C8orf46	K3
C8orf58	K1
C8orf59	K5
C8orf76	K5
C8orf82	K2
C8orf88	K6
C9orf114	K5
C9orf116	K5
C9orf117	K2
C9orf131	K7
C9orf139	K3
C9orf142	K5
C9orf147	K4
C9orf152	K1
C9orf153	K7
C9orf156	K5
C9orf16	K5
C9orf169	K5
C9orf3	K2
C9orf37	K6
C9orf38	K1
C9orf40	K5
C9orf41	K2
C9orf43	K1
C9orf64	K4
C9orf66	K1
C9orf69	K6
C9orf72	K6
C9orf78	K7
C9orf85	K2
C9orf89	K3
C9orf9	K5
C9orf91	K1
C9orf96	K3
CA1	K6
CA11	K1
CA13	K1
CA2	K6
CA3	K6
CA5B	K1
CA8	K6
CAAP1	K4
CAB39L	K4
CABIN1	K4
CABLES1	K1
CABLES2	K2
CABP1	K7
CABP7	K5
CABYR	K1
CACFD1	K3
CACHD1	K1
CACNA1C	K1
CACNA1C-AS1	K2
CACNA1C-AS2	K1
CACNA1D	K3
CACNA1I	K6
CACNA2D4	K3
CACNB1	K3
CACNB2	K1
CACNB3	K3
CACTIN	K5
CACUL1	K4
CACYBP	K5
CAD	K4
CADM3	K3
CALB1	K3
CALB2	K6
CALCOCO1	K7
CALCOCO2	K6
CALCRL	K1
CALD1	K3
CALHM2	K3
CALM1	K2
CALM2	K5
CALM3	K5
CALML4	K1
CALN1	K1
CALR	K5
CALU	K4
CAMK1	K3
CAMK1D	K1
CAMK2G	K2
CAMKK1	K3
CAMKK2	K2
CAMKMT	K5
CAMLG	K3
CAMSAP1	K2
CAMSAP3	K1
CAMTA1	K4
CAMTA2	K4
CAND1	K2
CAND2	K2
CANT1	K5
CANX	K2
CAP1	K2
CAPG	K3
CAPN1	K5
CAPN10	K5
CAPN10-AS1	K6
CAPN11	K1
CAPN12	K1
CAPN15	K5
CAPN2	K2
CAPN3	K3
CAPN5	K6
CAPN7	K2
CAPNS1	K1
CAPNS2	K3
CAPRIN1	K2
CAPRIN2	K5
CAPS	K3
CAPS2	K4
CAPZA1	K5
CAPZA2	K5
CAPZB	K4
CARD10	K3
CARD11	K2
CARD16	K4
CARD6	K1
CARD8	K2
CARD9	K3
CARF	K2
CARHSP1	K6
CARKD	K5
CARM1	K1
CARNS1	K6
CARS	K6
CARS-AS1	K6
CARS2	K2
CASC2	K4
CASC3	K2
CASC4	K2
CASC5	K4
CASC7	K1
CASD1	K2
CASK	K1
CASKIN2	K1
CASP1	K1
CASP10	K2
CASP2	K2
CASP3	K4
CASP4	K2
CASP6	K4
CASP7	K2
CASP8	K2
CASP9	K5
CASQ1	K7
CASS4	K3
CAST	K4
CASZ1	K6
CAT	K6
CATSPER1	K3
CATSPER2	K2
CATSPERG	K1
CAV2	K3
CBFA2T2	K7
CBFA2T3	K2
CBFB	K1
CBL	K1
CBLB	K2
CBLL1	K4
CBLN3	K7
CBR1	K6
CBR3	K7
CBR4	K4
CBS	K5
CBWD1	K4
CBWD2	K2
CBWD5	K2
CBWD6	K2
CBX1	K2
CBX2	K2
CBX3	K4
CBX4	K2
CBX5	K4
CBX6	K5
CBX7	K6
CBX8	K4
CBY1	K5
CC2D1A	K5
CC2D1B	K4
CC2D2A	K1
CCAR1	K4
CCAR2	K4
CCBL1	K5
CCBL2	K2
CCDC101	K4
CCDC102B	K2
CCDC104	K2
CCDC106	K3
CCDC108	K7
CCDC109B	K2
CCDC11	K7
CCDC112	K4
CCDC113	K4
CCDC115	K2
CCDC117	K7
CCDC120	K1
CCDC121	K2
CCDC122	K1
CCDC124	K6
CCDC125	K2
CCDC126	K3
CCDC127	K6
CCDC13	K7
CCDC13-AS1	K7
CCDC130	K6
CCDC132	K6
CCDC134	K5
CCDC135	K3
CCDC136	K1
CCDC137	K5
CCDC138	K4
CCDC14	K4
CCDC142	K6
CCDC146	K1
CCDC147	K5
CCDC147-AS1	K6
CCDC15	K4
CCDC150	K4
CCDC152	K2
CCDC153	K6
CCDC154	K6
CCDC157	K6
CCDC159	K4
CCDC163P	K5
CCDC167	K5
CCDC169	K4
CCDC17	K7
CCDC171	K1
CCDC173	K1
CCDC174	K7
CCDC176	K7
CCDC18	K4
CCDC180	K2
CCDC181	K1
CCDC183-AS1	K4
CCDC19	K1
CCDC22	K4
CCDC23	K7
CCDC24	K6
CCDC25	K4
CCDC26	K4
CCDC27	K1
CCDC28A	K7
CCDC28B	K5
CCDC34	K4
CCDC36	K7
CCDC37	K1
CCDC40	K4
CCDC41	K2
CCDC43	K4
CCDC47	K2
CCDC50	K4
CCDC51	K5
CCDC53	K4
CCDC57	K4
CCDC58	K4
CCDC59	K2
CCDC6	K2
CCDC61	K4
CCDC62	K1
CCDC64	K1
CCDC65	K1
CCDC68	K5
CCDC69	K1
CCDC7	K1
CCDC71L	K6
CCDC73	K3
CCDC77	K5
CCDC78	K5
CCDC8	K2
CCDC81	K1
CCDC82	K4
CCDC84	K6
CCDC85B	K3
CCDC86	K4
CCDC87	K3
CCDC88A	K2
CCDC88B	K6
CCDC88C	K2
CCDC89	K7
CCDC9	K5
CCDC90B	K4
CCDC91	K1
CCDC92	K1
CCDC93	K4
CCDC94	K5
CCDC96	K3
CCDC97	K2
CCER2	K5
CCHCR1	K5
CCL2	K3
CCL23	K3
CCL28	K1
CCL5	K3
CCM2	K5
CCNA1	K3
CCNA2	K5
CCNB1	K5
CCNB1IP1	K2
CCNB2	K5
CCNC	K4
CCND1	K4
CCND2	K2
CCND3	K5
CCNDBP1	K6
CCNE1	K5
CCNE2	K5
CCNF	K5
CCNG1	K4
CCNG2	K1
CCNI	K1
CCNJ	K2
CCNK	K1
CCNL1	K1
CCNL2	K6
CCNT1	K2
CCNT2	K2
CCNY	K1
CCNYL1	K1
CCP110	K4
CCPG1	K3
CCR1	K3
CCR2	K3
CCR3	K3
CCR4	K5
CCR5	K3
CCR7	K5
CCRL2	K6
CCRN4L	K2
CCS	K6
CCSAP	K2
CCSER1	K2
CCSER2	K1
CCT2	K5
CCT3	K5
CCT4	K4
CCT5	K4
CCT6A	K4
CCT6B	K1
CCT7	K5
CCT8	K4
CCZ1	K2
CCZ1B	K2
CD101	K3
CD109	K1
CD14	K3
CD151	K4
CD160	K1
CD164	K4
CD1D	K5
CD200R1	K3
CD200R1L	K3
CD226	K3
CD244	K1
CD247	K7
CD274	K6
CD276	K3
CD2AP	K1
CD2BP2	K5
CD300A	K3
CD300C	K3
CD300LB	K3
CD300LF	K3
CD302	K1
CD320	K5
CD33	K3
CD34	K1
CD36	K6
CD37	K2
CD38	K2
CD3EAP	K4
CD4	K2
CD40	K4
CD40LG	K2
CD44	K1
CD46	K4
CD47	K4
CD48	K3
CD52	K3
CD53	K2
CD55	K7
CD58	K6
CD59	K6
CD63	K4
CD68	K3
CD69	K1
CD70	K6
CD72	K1
CD74	K2
CD79A	K1
CD79B	K1
CD80	K5
CD81	K2
CD82	K5
CD83	K2
CD84	K2
CD9	K3
CD96	K2
CD97	K2
CD99	K2
CD99L2	K4
CDADC1	K2
CDAN1	K4
CDC123	K4
CDC14A	K2
CDC14B	K2
CDC16	K2
CDC20	K5
CDC25A	K4
CDC25B	K5
CDC25C	K5
CDC26	K6
CDC27	K6
CDC34	K6
CDC37	K5
CDC37L1	K6
CDC40	K4
CDC42	K4
CDC42BPA	K2
CDC42BPB	K1
CDC42BPG	K3
CDC42EP1	K7
CDC42EP2	K7
CDC42EP3	K2
CDC42EP4	K6
CDC42SE1	K1
CDC45	K5
CDC5L	K2
CDC6	K4
CDC7	K4
CDC73	K1
CDCA2	K5
CDCA3	K5
CDCA4	K5
CDCA5	K5
CDCA7	K2
CDCA7L	K2
CDCA8	K5
CDCP1	K1
CDH1	K6
CDH23	K7
CDH24	K3
CDH26	K1
CDH4	K1
CDHR1	K3
CDIP1	K3
CDIPT	K1
CDK1	K5
CDK10	K5
CDK11A	K7
CDK11B	K6
CDK12	K1
CDK13	K1
CDK14	K2
CDK15	K3
CDK16	K4
CDK17	K1
CDK18	K1
CDK19	K1
CDK2	K4
CDK20	K2
CDK2AP1	K2
CDK2AP2	K5
CDK3	K5
CDK4	K5
CDK5	K4
CDK5R1	K7
CDK5RAP1	K4
CDK5RAP2	K4
CDK6	K2
CDK7	K5
CDK8	K1
CDK9	K3
CDKAL1	K4
CDKL1	K7
CDKL2	K7
CDKL3	K7
CDKL5	K1
CDKN1A	K6
CDKN1B	K7
CDKN1C	K1
CDKN2A	K6
CDKN2AIP	K4
CDKN2AIPNL	K4
CDKN2B	K6
CDKN2B-AS1	K6
CDKN2C	K6
CDKN2D	K7
CDKN3	K5
CDNF	K2
CDPF1	K5
CDR2	K7
CDR2L	K3
CDRT4	K3
CDS2	K2
CDT1	K4
CDV3	K1
CDYL	K1
CDYL2	K2
CEACAM1	K3
CEACAM19	K1
CEACAM21	K1
CEACAM4	K1
CEBPA	K3
CEBPB	K3
CEBPD	K3
CEBPE	K3
CEBPG	K6
CEBPZ	K2
CEBPZ-AS1	K2
CECR1	K1
CECR5	K4
CECR7	K1
CEL	K1
CELA1	K3
CELA2A	K3
CELA2B	K3
CELF1	K5
CELF2	K2
CELF2-AS1	K1
CELF3	K6
CELSR1	K3
CELSR2	K5
CELSR3	K4
CENPA	K6
CENPB	K4
CENPBD1	K5
CENPC	K2
CENPE	K5
CENPF	K4
CENPH	K4
CENPI	K5
CENPJ	K4
CENPK	K5
CENPL	K5
CENPM	K5
CENPN	K5
CENPO	K5
CENPP	K5
CENPQ	K5
CENPT	K6
CENPU	K4
CENPV	K2
CENPW	K5
CEP104	K1
CEP112	K1
CEP120	K2
CEP128	K2
CEP135	K2
CEP152	K4
CEP164	K5
CEP170	K2
CEP170B	K5
CEP19	K4
CEP192	K2
CEP250	K4
CEP290	K2
CEP350	K1
CEP41	K4
CEP44	K6
CEP55	K2
CEP57	K4
CEP57L1	K4
CEP63	K2
CEP68	K1
CEP70	K4
CEP72	K5
CEP76	K6
CEP78	K4
CEP85	K5
CEP85L	K2
CEP89	K4
CEP95	K1
CEP97	K2
CEPT1	K6
CERCAM	K3
CERK	K1
CERKL	K2
CERS1	K7
CERS2	K2
CERS4	K3
CERS5	K4
CERS6	K2
CES2	K6
CES3	K2
CES4A	K3
CETN2	K1
CETN3	K6
CETP	K3
CFD	K5
CFDP1	K2
CFH	K1
CFL1	K5
CFL2	K2
CFLAR	K1
CFLAR-AS1	K1
CFP	K1
CGGBP1	K1
CGN	K3
CGREF1	K2
CGRRF1	K7
CHAC1	K6
CHAC2	K6
CHAF1A	K4
CHAF1B	K4
CHAMP1	K4
CHCHD10	K4
CHCHD2	K5
CHCHD3	K4
CHCHD4	K4
CHCHD5	K5
CHCHD6	K4
CHCHD7	K2
CHD1	K1
CHD1L	K4
CHD2	K1
CHD3	K2
CHD4	K2
CHD5	K3
CHD6	K2
CHD7	K4
CHD8	K2
CHDH	K3
CHEK1	K4
CHEK2	K4
CHERP	K5
CHFR	K5
CHI3L2	K5
CHIC1	K2
CHIC2	K7
CHID1	K6
CHKA	K2
CHKB-AS1	K3
CHM	K2
CHML	K2
CHMP1A	K6
CHMP1B	K1
CHMP2A	K6
CHMP2B	K4
CHMP3	K2
CHMP4B	K1
CHMP4C	K1
CHMP5	K6
CHMP6	K5
CHN2	K1
CHORDC1	K5
CHP1	K7
CHPF	K3
CHPF2	K7
CHPT1	K6
CHRAC1	K2
CHRFAM7A	K1
CHRM3	K1
CHRM4	K7
CHRNA10	K6
CHRNA2	K1
CHRNA6	K3
CHRNB1	K2
CHRNB2	K3
CHRNE	K7
CHRNG	K2
CHST10	K2
CHST11	K1
CHST12	K5
CHST13	K3
CHST14	K1
CHST2	K6
CHST7	K1
CHSY1	K2
CHTF18	K5
CHTF8	K5
CHTOP	K5
CHUK	K4
CHURC1	K1
CIAO1	K5
CIAPIN1	K5
CIB1	K6
CIC	K5
CIDEC	K7
CIITA	K1
CILP	K7
CILP2	K3
CINP	K5
CIPC	K4
CIR1	K7
CIRBP	K2
CIRH1A	K4
CISD1	K4
CISD2	K7
CISD3	K4
CISH	K6
CIT	K4
CITED2	K7
CITF22-92A6.1	K4
CIZ1	K4
CKAP2	K4
CKAP2L	K5
CKAP4	K3
CKAP5	K4
CKB	K5
CKLF	K2
CKM	K3
CKMT2	K4
CKMT2-AS1	K2
CKS1B	K5
CKS2	K5
CLASP1	K1
CLASP2	K2
CLASRP	K6
CLC	K3
CLCC1	K4
CLCF1	K3
CLCN2	K6
CLCN3	K6
CLCN4	K5
CLCN5	K4
CLCN6	K6
CLCN7	K6
CLCNKB	K5
CLDN10	K1
CLDN12	K2
CLDN14	K7
CLDN15	K7
CLDN20	K2
CLDN4	K7
CLDN7	K2
CLDN9	K3
CLDND1	K5
CLDND2	K3
CLEC11A	K3
CLEC12A	K3
CLEC16A	K5
CLEC18A	K7
CLEC18B	K7
CLEC1B	K3
CLEC2B	K1
CLEC2D	K2
CLEC4A	K7
CLEC5A	K3
CLEC7A	K1
CLGN	K2
CLHC1	K4
CLIC1	K4
CLIC2	K7
CLIC4	K5
CLINT1	K2
CLIP1	K1
CLIP2	K1
CLIP3	K1
CLIP4	K7
CLK1	K7
CLK2	K2
CLK3	K6
CLK4	K7
CLMN	K1
CLMP	K7
CLN5	K4
CLN6	K2
CLN8	K7
CLNS1A	K4
CLOCK	K2
CLP1	K6
CLPB	K5
CLPP	K5
CLPTM1	K2
CLPX	K1
CLSPN	K4
CLSTN1	K2
CLSTN3	K2
CLTB	K5
CLTC	K5
CLTCL1	K4
CLU	K3
CLUAP1	K2
CLUH	K4
CLYBL	K4
CMAS	K6
CMBL	K2
CMC1	K4
CMC2	K5
CMIP	K2
CMKLR1	K6
CMPK1	K5
CMPK2	K6
CMSS1	K4
CMTM1	K1
CMTM3	K1
CMTM4	K1
CMTM5	K3
CMTM6	K2
CMTM7	K2
CMTR1	K5
CMTR2	K5
CMYA5	K7
CNBP	K5
CNDP2	K4
CNEP1R1	K5
CNFN	K3
CNIH1	K4
CNIH2	K1
CNIH3	K7
CNIH4	K5
CNKSR1	K1
CNKSR2	K2
CNKSR3	K2
CNN2	K2
CNN3	K6
CNNM1	K1
CNNM2	K1
CNNM3	K1
CNNM4	K1
CNOT1	K2
CNOT10	K5
CNOT11	K2
CNOT2	K2
CNOT3	K1
CNOT4	K1
CNOT6	K2
CNOT6L	K1
CNOT7	K2
CNOT8	K5
CNP	K5
CNPPD1	K7
CNPY2	K4
CNPY3	K4
CNPY4	K5
CNR2	K3
CNRIP1	K4
CNST	K1
CNTD1	K1
CNTD2	K7
CNTF	K7
CNTLN	K2
CNTN2	K6
CNTNAP1	K7
CNTRL	K2
CNTROB	K5
COA1	K4
COA3	K5
COA4	K4
COA5	K4
COA6	K4
COA7	K4
COASY	K5
COBLL1	K4
COCH	K5
COG1	K6
COG2	K4
COG3	K2
COG4	K5
COG5	K2
COG6	K2
COG7	K4
COG8	K4
COIL	K4
COL10A1	K2
COL11A2	K7
COL15A1	K3
COL18A1	K6
COL18A1-AS1	K6
COL20A1	K7
COL23A1	K3
COL24A1	K1
COL4A3BP	K1
COL4A4	K1
COL4A6	K6
COL5A1	K1
COL5A2	K2
COL6A5	K5
COL6A6	K2
COL7A1	K6
COL9A2	K3
COL9A3	K3
COLEC11	K7
COLGALT1	K4
COLGALT2	K3
COLQ	K6
COMMD1	K4
COMMD10	K4
COMMD2	K2
COMMD3	K5
COMMD4	K5
COMMD5	K5
COMMD6	K4
COMMD7	K2
COMMD8	K5
COMMD9	K4
COMT	K5
COMTD1	K5
COPA	K5
COPE	K5
COPG2	K2
COPRS	K2
COPS2	K1
COPS3	K5
COPS4	K4
COPS5	K5
COPS6	K4
COPS7A	K5
COPS7B	K4
COPS8	K4
COPZ1	K6
COPZ2	K3
COQ10A	K2
COQ10B	K7
COQ3	K5
COQ4	K5
COQ5	K4
COQ6	K5
COQ7	K4
COQ9	K5
CORO1A	K3
CORO1B	K4
CORO1C	K6
CORO2A	K2
CORO6	K3
CORO7	K5
COTL1	K3
COX10	K4
COX11	K4
COX14	K5
COX15	K4
COX16	K4
COX17	K5
COX18	K2
COX19	K2
COX4I1	K4
COX5A	K4
COX5B	K5
COX6A1	K5
COX6A1P2	K2
COX6B1	K4
COX6C	K5
COX7A2L	K5
COX7B	K5
COX7C	K4
COX8A	K5
CP	K3
CPA3	K3
CPAMD8	K3
CPB1	K3
CPB2-AS1	K4
CPD	K2
CPEB1	K6
CPEB2	K1
CPEB3	K1
CPEB4	K7
CPED1	K2
CPM	K7
CPNE1	K3
CPNE2	K1
CPNE3	K2
CPNE7	K3
CPNE8	K2
CPNE9	K5
CPOX	K6
CPPED1	K2
CPQ	K2
CPS1	K4
CPSF1	K4
CPSF2	K4
CPSF3	K4
CPSF3L	K6
CPSF4	K4
CPSF4L	K7
CPSF6	K4
CPSF7	K2
CPT1A	K4
CPT2	K4
CPVL	K2
CPXM1	K1
CR1	K3
CR1L	K6
CR2	K6
CRABP2	K7
CRADD	K6
CRAMP1L	K6
CRAT	K6
CRB1	K6
CRB2	K1
CRBN	K1
CRCP	K4
CREB1	K1
CREB3	K5
CREB3L1	K6
CREB3L2	K2
CREB3L3	K5
CREB3L4	K4
CREBBP	K1
CREBL2	K1
CREBRF	K7
CREBZF	K1
CREG1	K7
CRELD1	K3
CRELD2	K4
CREM	K1
CRHBP	K1
CRHR1	K2
CRHR2	K7
CRIP1	K3
CRIPAK	K1
CRIPT	K7
CRISP3	K5
CRISPLD1	K1
CRISPLD2	K3
CRK	K2
CRKL	K1
CRLF1	K3
CRLF3	K4
CRLS1	K2
CRMP1	K1
CRNDE	K5
CRNKL1	K1
CROCC	K3
CROCCP2	K6
CROT	K2
CRTAP	K2
CRTC1	K2
CRTC2	K1
CRTC3	K2
CRY1	K6
CRY2	K6
CRYBB1	K3
CRYBG3	K1
CRYGD	K2
CRYGS	K5
CRYL1	K4
CRYM	K1
CRYM-AS1	K1
CRYZ	K2
CRYZL1	K4
CS	K2
CSDC2	K7
CSDE1	K1
CSE1L	K4
CSF1	K2
CSF1R	K3
CSF2RA	K3
CSF2RB	K3
CSF3R	K1
CSGALNACT1	K4
CSGALNACT2	K1
CSK	K4
CSNK1A1	K6
CSNK1D	K3
CSNK1G1	K2
CSNK1G2	K4
CSNK1G3	K2
CSNK2A1	K2
CSNK2B	K6
CSPG4	K3
CSPG5	K5
CSPP1	K2
CSRNP1	K1
CSRNP2	K2
CSRP1	K4
CSRP2	K1
CSRP2BP	K2
CST3	K4
CST6	K6
CST7	K3
CSTA	K3
CSTB	K6
CSTF1	K4
CSTF2	K4
CSTF2T	K4
CSTF3	K2
CSTF3-AS1	K4
CTA-134P22.2	K3
CTA-14H9.5	K2
CTA-204B4.2	K2
CTA-217C2.1	K2
CTA-228A9.3	K3
CTA-250D10.23	K6
CTA-292E10.6	K2
CTA-293F17.1	K1
CTA-29F11.1	K3
CTA-331P3.1	K1
CTA-339C12.1	K1
CTA-360L10.1	K4
CTA-363E19.2	K1
CTA-363E6.6	K6
CTA-373H7.7	K7
CTA-384D8.36	K5
CTA-392E5.1	K5
CTA-445C9.14	K2
CTA-445C9.15	K1
CTA-85E5.10	K7
CTA-972D3.2	K6
CTA-989H11.1	K2
CTAGE5	K3
CTB-114C7.3	K5
CTB-114C7.4	K5
CTB-118N6.3	K1
CTB-119C2.1	K7
CTB-129O4.1	K5
CTB-131K11.1	K2
CTB-133G6.1	K3
CTB-133G6.2	K3
CTB-138E5.1	K5
CTB-13F3.1	K6
CTB-152G17.6	K7
CTB-167B5.1	K1
CTB-175E5.7	K3
CTB-176F20.3	K1
CTB-186G2.4	K5
CTB-193M12.1	K7
CTB-30L5.1	K7
CTB-31O20.2	K5
CTB-39G8.3	K7
CTB-41I6.1	K1
CTB-43E15.3	K7
CTB-43E15.4	K7
CTB-47B11.3	K1
CTB-50L17.9	K6
CTB-55O6.12	K3
CTB-58E17.1	K5
CTB-73N10.1	K2
CTBP1	K5
CTBP1-AS2	K2
CTBP2	K2
CTBS	K2
CTC-203F4.2	K1
CTC-228N24.3	K2
CTC-232P5.1	K2
CTC-241F20.3	K2
CTC-241N9.1	K1
CTC-246B18.10	K6
CTC-251D13.1	K6
CTC-260E6.6	K1
CTC-273B12.6	K7
CTC-297N7.5	K1
CTC-297N7.8	K2
CTC-321K16.1	K5
CTC-321K16.4	K5
CTC-325H20.2	K2
CTC-329D1.2	K5
CTC-332L22.1	K1
CTC-338M12.4	K5
CTC-339F2.2	K1
CTC-365E16.1	K4
CTC-378H22.1	K1
CTC-378H22.2	K1
CTC-379B2.4	K1
CTC-428G20.3	K1
CTC-428G20.6	K2
CTC-444N24.11	K1
CTC-444N24.6	K1
CTC-444N24.8	K1
CTC-453G23.5	K5
CTC-458I2.2	K1
CTC-459F4.1	K3
CTC-459F4.3	K4
CTC-462L7.1	K1
CTC-479C5.10	K3
CTC-479C5.12	K1
CTC-487M23.5	K3
CTC-490E21.10	K7
CTC-503J8.4	K3
CTC-503J8.6	K2
CTC-507E2.1	K6
CTC-523E23.11	K1
CTC-524C5.2	K6
CTC-529P8.1	K5
CTC-534A2.2	K4
CTC-542B22.2	K5
CTC-546K23.1	K1
CTC-550B14.7	K3
CTC-563A5.2	K2
CTC-756D1.2	K7
CTC-756D1.3	K6
CTC1	K5
CTCF	K1
CTD-2001C12.1	K2
CTD-2003C8.2	K7
CTD-2007H13.3	K7
CTD-2007L18.5	K1
CTD-2012K14.7	K5
CTD-2013N17.4	K3
CTD-2013N24.2	K1
CTD-2015H6.3	K3
CTD-2017C7.1	K1
CTD-2017C7.2	K1
CTD-2017D11.1	K2
CTD-2020K17.1	K1
CTD-2023M8.1	K3
CTD-2024I7.13	K2
CTD-2031P19.3	K7
CTD-2035E11.3	K3
CTD-2035E11.5	K4
CTD-2037K23.2	K2
CTD-2047H16.4	K7
CTD-2049O4.1	K1
CTD-2054N24.2	K2
CTD-2083E4.6	K5
CTD-2085J24.4	K5
CTD-2086O20.3	K2
CTD-2116N20.1	K5
CTD-2139B15.2	K6
CTD-2145A24.3	K7
CTD-2145A24.4	K1
